company_name,industry,sub_industry,company_stage,company_size,role_title,role_description,required_skills,nice_to_have_skills,location,salary_min,salary_max,visa_sponsorship,min_experience_years
Abu Dhabi Investment Authority (ADIA),Investment & Private Markets,Sovereign Wealth Funds,Public,"Very Large (1,000-4,999)",Portfolio Strategist,Develop and implement strategic asset allocation frameworks,"Asset Allocation, Risk Management, Quantitative Analysis","Programming, Machine Learning, FRM","Abu Dhabi, Uae",180000,300000,True,8
Abu Dhabi Investment Authority (ADIA),Investment & Private Markets,Sovereign Wealth Funds,Public,"Very Large (1,000-4,999)",Investment Operations Analyst,Support post-trade operations and investment reporting,"Investment Operations, Excel, Risk Analysis","VBA, SQL, CAIA","Abu Dhabi, Uae",70000,100000,True,1
Abu Dhabi Investment Authority (ADIA),Investment & Private Markets,Sovereign Wealth Funds,Public,"Very Large (1,000-4,999)",Head of Real Estate Investments,Lead global real estate investment strategy and execution,"Real Estate Investment, Team Leadership, Portfolio Management","MRICS, Development Experience, Asset Management","Abu Dhabi, Uae",300000,500000,True,15
Abu Dhabi Investment Authority (ADIA),Investment & Private Markets,Sovereign Wealth Funds,Public,"Very Large (1,000-4,999)",ESG Integration Specialist,Develop and implement ESG integration strategies across portfolios,"ESG Analysis, Sustainability Reporting, Investment Analysis","SASB Certification, GRI Standards, Impact Measurement","Abu Dhabi, Uae",120000,180000,True,5
VCA Animal Hospitals,Healthcare,Veterinary Services,Public,"Enterprise (5,000+)",Associate Veterinarian,"Provide medical care for companion animals, perform surgeries, diagnose conditions","DVM/VMD, State License, Clinical Experience, Surgery","Emergency Medicine, Ultrasound, Dentistry",Multiple US Locations,85000,150000,True,0
VCA Animal Hospitals,Healthcare,Veterinary Services,Public,"Enterprise (5,000+)",Veterinary Technician,"Assist veterinarians, perform lab work, monitor patients, client education","Vet Tech License, Animal Handling, Lab Procedures","Radiology, Anesthesia, Phlebotomy",Multiple US Locations,35000,55000,False,1
VCA Animal Hospitals,Healthcare,Veterinary Services,Public,"Enterprise (5,000+)",Hospital Manager,"Oversee daily operations, staff management, budget control, client relations","Healthcare Management, Team Leadership, Budget Management","Veterinary Background, MBA, Multi-site Management",Multiple US Locations,65000,95000,False,5
VCA Animal Hospitals,Healthcare,Veterinary Services,Public,"Enterprise (5,000+)",Regional Medical Director,"Provide medical oversight for multiple hospitals, ensure quality standards","DVM/VMD, 10+ Years Clinical, Leadership","Board Certification, Multi-site Management",Multiple Locations,150000,250000,False,10
VCA Animal Hospitals,Healthcare,Veterinary Services,Public,"Enterprise (5,000+)",Chief of Staff,"Lead medical team, establish protocols, mentor junior veterinarians","DVM/VMD, Clinical Excellence, Team Leadership","Board Certification, Research Publication",Major Hospitals,130000,200000,False,8
Banfield Pet Hospital,Healthcare,Veterinary Services,Private,"Enterprise (5,000+)",Lead Veterinarian,"Direct patient care, team leadership, preventive care protocols","DVM/VMD, State License, Leadership","Fear Free Certified, Wellness Program Design",Nationwide,100000,160000,True,3
Banfield Pet Hospital,Healthcare,Veterinary Services,Private,"Enterprise (5,000+)",Practice Manager,"Manage hospital operations, staff scheduling, inventory, client experience","Healthcare Management, Staff Development, Operations","Veterinary Experience, Six Sigma, MBA",Nationwide,55000,85000,False,3
Banfield Pet Hospital,Healthcare,Veterinary Services,Private,"Enterprise (5,000+)",Shift Lead Veterinary Technician,"Lead technical team, assist doctors, mentor junior techs","Vet Tech License, Leadership, Clinical Skills","Specialty Certification, Training Experience",Nationwide,45000,65000,False,3
Banfield Pet Hospital,Healthcare,Veterinary Services,Private,"Enterprise (5,000+)",Field Director,"Oversee multiple hospitals, drive performance, implement initiatives","Multi-site Management, P&L, Healthcare Operations","DVM/VMD, MBA, Change Management",Regional,120000,180000,False,8
Banfield Pet Hospital,Healthcare,Veterinary Services,Private,"Enterprise (5,000+)",Client Service Coordinator,"Manage reception, scheduling, client communications, payments","Customer Service, Medical Scheduling, Communication","Veterinary Assistant, Bilingual, Insurance",Nationwide,30000,45000,False,0
Cascade Investment LLC,Investment & Private Markets,Single Family Office,Private,Large (200-999),"Investment Analyst, Private Markets",Analysis of private equity and venture capital opportunities,"Financial modeling, Due diligence, Private equity","CFA, Programming","Kirkland, WA",120000,180000,True,2
Cascade Investment LLC,Investment & Private Markets,Single Family Office,Private,Large (200-999),Director of Impact Investments,Lead impact investment strategy and execution,"Impact investing, Portfolio management, ESG","Climate tech experience, Development finance","Kirkland, WA",250000,400000,True,12
MSD Capital,Investment & Private Markets,Single Family Office,Private,Medium (50-199),Real Estate Investment Associate,Execute real estate investment strategies and asset management,"Real estate modeling, Market analysis","ARGUS, Property management","New York, NY",150000,200000,False,3
MSD Capital,Investment & Private Markets,Single Family Office,Private,Medium (50-199),"Portfolio Manager, Public Equities",Manage long/short equity portfolio,"Portfolio management, Risk management, Equity research","CFA, MBA","New York, NY",300000,500000,True,8
Asian Development Bank,Policy & International Affairs,Regional Development Banks,Public,"Very Large (1,000-4,999)",Investment Specialist,Structure and execute private sector investments across Asia,"Financial modeling, Due diligence, Credit analysis","Asian language skills, Development finance experience",Manila,85000,130000,True,5
Asian Development Bank,Policy & International Affairs,Regional Development Banks,Public,"Very Large (1,000-4,999)",Country Director,Lead ADB's operations and policy dialogue in assigned country,"Leadership, Diplomatic skills, Development experience","Local language, Government relations",Various Asian Capitals,180000,250000,True,15
Amwell,Healthcare,Telemedicine,Public,"Enterprise (5,000+)",Clinical Operations Manager,Oversee virtual care delivery operations and provider scheduling,"Healthcare Operations, Team Management, Process Improvement","Six Sigma, EMR Experience","Boston, MA",90000,130000,False,5
Deloitte Digital,Strategy & Management Consulting,Technology Consulting,Private,"Enterprise (5,000+)",Business Technology Analyst,Support digital transformation projects and technology implementations,"Bachelor's degree, Technical aptitude, Analysis, Communication","Programming, Digital marketing, UX design",Multiple US Locations,80000,95000,True,0
Deloitte Digital,Strategy & Management Consulting,Technology Consulting,Private,"Enterprise (5,000+)",Digital Strategy Consultant,Develop digital strategies and transformation roadmaps for clients,"Strategy development, Digital transformation, Client management","Industry expertise, Change management, MBA",Us,110000,140000,True,3
Deloitte Digital,Strategy & Management Consulting,Technology Consulting,Private,"Enterprise (5,000+)",Experience Design Manager,Lead UX/UI design teams and digital experience projects,"UX leadership, Design systems, Team management","Service design, Research, Agile",Major Us Cities,130000,170000,True,6
CalPERS (California Public Employees' Retirement System),Investment & Private Markets,Public Pension Funds,Public,"Very Large (1,000-4,999)",Investment Officer III - Private Equity,Lead private equity investment strategies and manage relationships with GPs,"Private equity, Portfolio management, Due diligence, Financial modeling","CFA, MBA, Programming skills","Sacramento, CA",150000,225000,False,8
CalPERS (California Public Employees' Retirement System),Investment & Private Markets,Public Pension Funds,Public,"Very Large (1,000-4,999)",Investment Operations Specialist,Support daily investment operations and reconciliation processes,"Investment operations, Risk management, Data analysis","Bloomberg certification, Python","Sacramento, CA",75000,95000,False,2
CalPERS (California Public Employees' Retirement System),Investment & Private Markets,Public Pension Funds,Public,"Very Large (1,000-4,999)",Portfolio Manager - Fixed Income,Manage fixed income portfolios and develop investment strategies,"Fixed income, Risk management, Portfolio management","CFA, MBA","Sacramento, CA",180000,280000,True,10
Ontario Teachers' Pension Plan,Investment & Private Markets,Public Pension Funds,Public,"Very Large (1,000-4,999)",Associate Portfolio Manager - Infrastructure,Support infrastructure investment decisions and portfolio management,"Infrastructure investing, Financial modeling, Due diligence","CFA Level II+, Engineering background","Toronto, ON",90000,130000,True,3
Ontario Teachers' Pension Plan,Investment & Private Markets,Public Pension Funds,Public,"Very Large (1,000-4,999)","Director, Private Capital",Lead private equity and venture capital investments,"Private equity, Deal execution, Team leadership","MBA, Law degree","Toronto, ON",200000,350000,True,12
Global Policy Partners,Policy & International Affairs,Embassy Services,Private,Large (200-999),Visa Services Coordinator,Process visa applications and provide support to embassy clients,"Visa Processing, Document Verification, Customer Service","Multiple Languages, Immigration Law Knowledge",Washington Dc,45000,65000,False,1
Global Policy Partners,Policy & International Affairs,Embassy Services,Private,Large (200-999),Senior Policy Advisor,Provide strategic guidance on international policy matters,"Policy Analysis, Diplomatic Relations, Strategic Planning","UN Experience, Multiple Languages",New York,95000,140000,True,8
Diplomatic Services International,Policy & International Affairs,Embassy Services,Public,"Enterprise (5,000+)",Embassy Security Manager,Oversee security protocols and personnel for embassy facilities,"Security Management, Risk Assessment, Team Leadership","Military Background, International Security Experience",Multiple Locations,85000,120000,True,5
Diplomatic Services International,Policy & International Affairs,Embassy Services,Public,"Enterprise (5,000+)",Protocol Officer,Manage diplomatic protocols and ceremonial functions,"Diplomatic Protocol, Event Management, Cultural Awareness","Multiple Languages, International Experience",London,60000,85000,True,3
"Skadden, Arps, Slate, Meagher & Flom LLP",Legal Services,Corporate Law,Private,"Enterprise (5,000+)",Corporate Associate Attorney,"Handle M&A transactions, securities offerings, and corporate governance matters","JD degree, Bar admission, Corporate law experience, Due diligence","SEC reporting, Project management, Foreign language","New York, NY",190000,340000,True,2
"Skadden, Arps, Slate, Meagher & Flom LLP",Legal Services,Corporate Law,Private,"Enterprise (5,000+)",Legal Secretary,"Provide administrative support to attorneys, manage calendars, prepare legal documents","Legal document preparation, MS Office, Calendar management","Paralegal certification, Billing software experience","Chicago, IL",65000,95000,False,3
Latham & Watkins LLP,Legal Services,Corporate Law,Private,"Enterprise (5,000+)",Partner,"Lead complex M&A transactions, manage client relationships, mentor associates","JD degree, Bar admission, Business development, Leadership","Industry specialization, Board experience","Los Angeles, CA",350000,500000,False,12
Latham & Watkins LLP,Legal Services,Corporate Law,Private,"Enterprise (5,000+)",First Year Associate,"Support senior attorneys in corporate transactions, conduct legal research","JD degree, Bar admission, Research skills","Summer associate experience, Technical background","Washington, DC",190000,205000,True,0
Center for Strategic and International Studies (CSIS),Policy & International Affairs,Think Tank,Non-Profit,"Very Large (1,000-4,999)","Research Associate, Defense Policy",Support research on defense policy and military affairs,"Research methodology, Writing, Data analysis","Military experience, Foreign language","Washington, DC",55000,70000,False,1
Center for Strategic and International Studies (CSIS),Policy & International Affairs,Think Tank,Non-Profit,"Very Large (1,000-4,999)","Senior Fellow, International Security Program",Lead research projects and publish policy analysis,"PhD in relevant field, Publication record, Public speaking","Media experience, Grant writing","Washington, DC",120000,180000,True,15
Cambridge Associates LLC,Investment & Private Markets,Endowment Management,Private,"Very Large (1,000-4,999)","Investment Associate, Private Investments","Conduct due diligence on private equity and venture capital funds, prepare investment recommendations","Financial modeling, Due diligence, Private markets research, Excel","CFA progress, SQL, Previous PE experience","Boston, MA",85000,120000,True,2
Cambridge Associates LLC,Investment & Private Markets,Endowment Management,Private,"Very Large (1,000-4,999)",Director of Investment Operations,"Oversee portfolio operations, performance reporting, and investment data management","Portfolio management systems, Team leadership, Investment operations, Risk management","CFA, MBA, Programming experience","Boston, MA",180000,250000,False,10
Commonfund,Investment & Private Markets,Endowment Management,Private,Large (200-999),"Portfolio Analyst, Real Assets","Analysis of real estate and infrastructure investments, portfolio monitoring","Real estate analysis, Financial modeling, Excel","ARGUS, Real estate licensing, REIT experience","Wilton, CT",75000,95000,False,0
Commonfund,Investment & Private Markets,Endowment Management,Private,Large (200-999),"Managing Director, Private Equity",Lead private equity investment strategy and team management,"Private equity, Fund management, Deal sourcing, Due diligence","MBA, CFA, Network in PE","Wilton, CT",300000,500000,False,15
BCG Digital Ventures,Strategy & Management Consulting,Digital Transformation,Private,"Enterprise (5,000+)",Digital Strategy Consultant,Develop digital transformation strategies for Fortune 500 clients,"Strategy consulting, Digital transformation, Business analysis, Project management","Agile methodologies, Change management, Industry expertise","New York, London",95000,150000,True,3
BCG Digital Ventures,Strategy & Management Consulting,Digital Transformation,Private,"Enterprise (5,000+)",Lead Product Manager,Lead product strategy and development for digital ventures,"Product management, Agile, Digital product development, User research","Technical background, Startup experience, MBA","San Francisco, London",130000,180000,True,5
BCG Digital Ventures,Strategy & Management Consulting,Digital Transformation,Private,"Enterprise (5,000+)",Digital Transformation Associate,Support digital transformation projects for enterprise clients,"Business analysis, Excel, PowerPoint, Data analysis","Consulting experience, Digital technologies","Boston, Chicago",75000,95000,True,0
BCG Digital Ventures,Strategy & Management Consulting,Digital Transformation,Private,"Enterprise (5,000+)","Partner, Digital Strategy",Lead digital transformation practice and client relationships,"Executive leadership, Business development, Digital strategy, Client management","Board experience, Public speaking, Published thought leadership","New York, London",300000,500000,True,15
BCG Digital Ventures,Strategy & Management Consulting,Digital Transformation,Private,"Enterprise (5,000+)",Technology Architecture Director,Design and oversee technical architecture for digital solutions,"Enterprise architecture, Cloud platforms, Digital transformation, Technical leadership","Certifications, Microservices, DevOps","San Francisco, Seattle",180000,250000,True,10
Publicis Sapient,Strategy & Management Consulting,Digital Transformation,Public,"Enterprise (5,000+)",Experience Strategy Director,Lead digital experience strategy and transformation initiatives,"UX strategy, Digital transformation, Workshop facilitation, Client management","Service design, Design thinking, Agency experience","New York, London",150000,200000,True,8
Publicis Sapient,Strategy & Management Consulting,Digital Transformation,Public,"Enterprise (5,000+)",Digital Solutions Architect,Design technical solutions for digital transformation projects,"Solution architecture, Enterprise integration, Cloud platforms, Technical leadership","AWS certification, Microservices, API design","Chicago, Atlanta",140000,190000,True,7
Publicis Sapient,Strategy & Management Consulting,Digital Transformation,Public,"Enterprise (5,000+)","Management Consultant, Digital",Drive digital transformation consulting engagements,"Management consulting, Digital strategy, Project management, Client engagement","Change management, Industry expertise, MBA","Boston, London",90000,140000,True,2
"Quinn Emanuel Urquhart & Sullivan, LLP",Legal Services,Litigation,Private,"Very Large (1,000-4,999)",Trial Attorney,"Lead trial teams, develop case strategy, conduct depositions","JD degree, Trial experience, Oral advocacy","Technical background, Multi-jurisdiction practice","Los Angeles, CA",200000,400000,True,4
"Quinn Emanuel Urquhart & Sullivan, LLP",Legal Services,Litigation,Private,"Very Large (1,000-4,999)",eDiscovery Attorney,"Manage electronic discovery process, develop review protocols","JD degree, eDiscovery platforms, Project management","Technical certifications, Data analytics","New York, NY",125000,180000,False,2
Condé Nast,Media & Publishing,Elite Media Organizations,Private,"Enterprise (5,000+)",Digital Content Director,Lead digital content strategy across multiple brands,"Editorial Management, Content Strategy, Digital Publishing, Team Leadership","Video Production, SEO, Social Media Marketing","New York, NY",120000,180000,True,8
Condé Nast,Media & Publishing,Elite Media Organizations,Private,"Enterprise (5,000+)",Associate Photo Editor,Source and edit photography for print and digital platforms,"Adobe Photoshop, Photo Editing, Art Direction","Photography, Lightroom, Photo Research","New York, NY",55000,75000,False,2
Thomson Reuters,Media & Publishing,Elite Media Organizations,Public,"Enterprise (5,000+)",Senior Financial Journalist,Cover major financial markets and breaking business news,"Financial Reporting, Business Writing, News Judgment","CFA, Bloomberg Terminal, Data Analysis","London, UK",85000,120000,True,5
Thomson Reuters,Media & Publishing,Elite Media Organizations,Public,"Enterprise (5,000+)","Product Manager, News Platforms",Lead development of digital news delivery platforms,"Product Management, Agile, Technical Architecture","API Design, Machine Learning, UX Design","New York, NY",130000,180000,True,6
Cordell & Cordell,Legal Services,Family Law,Private,Large (200-999),Family Law Attorney,"Represent clients in divorce, custody, and family law matters","JD Degree, State Bar License, Litigation Experience, Case Management","Multiple State Bar Admissions, Mediation Certification",Multiple US Locations,75000,150000,False,3
Cordell & Cordell,Legal Services,Family Law,Private,Large (200-999),Legal Assistant,Provide administrative support to attorneys and manage case files,"Legal Documentation, Client Communication, Calendar Management","Paralegal Certification, Bilingual",Multiple US Locations,35000,55000,False,1
Stange Law Firm,Legal Services,Family Law,Private,Large (200-999),Managing Partner,Lead firm operations and strategic growth initiatives,"JD Degree, Law Firm Management, Business Development","MBA, Multi-office Management Experience","St. Louis, MO",200000,400000,False,15
Stange Law Firm,Legal Services,Family Law,Private,Large (200-999),Associate Attorney,Handle family law cases under partner supervision,"JD Degree, State Bar License, Legal Research","Family Law Experience, Trial Experience",Multiple Midwest Locations,65000,95000,False,0
Bloomberg LP,Media & Publishing,Financial Media,Private,"Enterprise (5,000+)",Financial Products Sales Specialist,Drive Bloomberg Terminal sales to financial institutions,"Financial markets knowledge, Sales, Relationship management","Bloomberg Terminal proficiency, Foreign languages","New York, London",85000,150000,True,3
Bloomberg LP,Media & Publishing,Financial Media,Private,"Enterprise (5,000+)",Markets Reporter,Cover breaking financial markets news and trends,"Financial journalism, Market analysis, News writing","CFA, Data visualization",Multiple Locations,65000,120000,True,2
Dow Jones & Company,Media & Publishing,Financial Media,Public,"Enterprise (5,000+)",Digital Content Strategist,Lead digital content initiatives across platforms,"Content strategy, Analytics, SEO","Project management, UX design",New York,75000,130000,False,5
Apple Inc.,Technology,Consumer Electronics,Public,"Enterprise (5,000+)",Software Engineer,Develop and maintain software for Apple's ecosystem of products and services.,"Swift, iOS Development, Software Engineering","Machine Learning, UI/UX Design","Cupertino, CA",150000,250000,True,3
Apple Inc.,Technology,Consumer Electronics,Public,"Enterprise (5,000+)",Product Manager,Lead product strategy and development for Apple's innovative products.,"Product Management, Strategy, Cross-functional Leadership","Technical Background, Design Thinking","Cupertino, CA",180000,300000,True,5
Apple Inc.,Technology,Consumer Electronics,Public,"Enterprise (5,000+)",Hardware Engineer,Design and develop cutting-edge hardware for Apple's product lineup.,"Hardware Design, Electrical Engineering, Circuit Design","RF Engineering, Semiconductor Design","Cupertino, CA",140000,220000,True,4
Google (Alphabet),Technology,Internet Services,Public,"Enterprise (5,000+)",Software Engineer,Build and maintain Google's products and infrastructure at massive scale.,"Software Engineering, Algorithms, System Design","Machine Learning, Distributed Systems","Mountain View, CA",160000,280000,True,2
Google (Alphabet),Technology,Internet Services,Public,"Enterprise (5,000+)",Research Scientist,"Conduct cutting-edge research in AI, machine learning, and computer science.","Research, Machine Learning, PhD in relevant field","Publications, Deep Learning","Mountain View, CA",200000,350000,True,0
Google (Alphabet),Technology,Internet Services,Public,"Enterprise (5,000+)",Product Manager,Drive product strategy and execution for Google's suite of products.,"Product Management, Analytics, Strategy","Technical Background, A/B Testing","Mountain View, CA",170000,300000,True,4
Meta (Facebook),Technology,Social Media,Public,"Enterprise (5,000+)",Software Engineer,Build products that connect billions of people around the world.,"Software Engineering, Web Development, Mobile Development","React, Machine Learning","Menlo Park, CA",155000,270000,True,2
Meta (Facebook),Technology,Social Media,Public,"Enterprise (5,000+)",Data Scientist,Use data to drive product decisions and improve user experiences across Meta's platforms.,"Data Science, Statistics, Python","A/B Testing, Machine Learning","Menlo Park, CA",150000,250000,True,3
Meta (Facebook),Technology,Social Media,Public,"Enterprise (5,000+)",VR/AR Engineer,Develop virtual and augmented reality experiences for the metaverse.,"VR/AR Development, 3D Programming, Unity/Unreal","Computer Vision, Graphics Programming","Menlo Park, CA",160000,280000,True,3
Amazon,Technology,E-commerce,Public,"Enterprise (5,000+)",Software Development Engineer,Build and scale Amazon's vast technology infrastructure and customer-facing products.,"Software Engineering, System Design, Algorithms","AWS, Distributed Systems","Seattle, WA",145000,240000,True,2
Amazon,Technology,E-commerce,Public,"Enterprise (5,000+)",Product Manager,Drive product strategy and development for Amazon's customer experiences.,"Product Management, Data Analysis, Strategy","Technical Background, A/B Testing","Seattle, WA",160000,280000,True,4
Amazon,Technology,E-commerce,Public,"Enterprise (5,000+)",Solutions Architect,Help customers design and implement solutions using AWS cloud services.,"Cloud Architecture, AWS, Solution Design","DevOps, Machine Learning","Seattle, WA",140000,220000,True,5
Microsoft Corporation,Technology,Software,Public,"Enterprise (5,000+)",Software Engineer,Develop software solutions that empower every person and organization on the planet.,"Software Engineering, C#, .NET","Azure, Cloud Development","Redmond, WA",140000,230000,True,2
Microsoft Corporation,Technology,Software,Public,"Enterprise (5,000+)",Cloud Solution Architect,Help customers design and implement cloud solutions using Microsoft Azure.,"Cloud Architecture, Azure, Enterprise Solutions","DevOps, Kubernetes","Redmond, WA",150000,250000,True,5
Microsoft Corporation,Technology,Software,Public,"Enterprise (5,000+)",Product Manager,Drive product strategy and development for Microsoft's productivity and cloud solutions.,"Product Management, Strategy, Technical Understanding","Enterprise Software, B2B Experience","Redmond, WA",155000,270000,True,4
Palantir Technologies,Technology,Data Analytics,Public,"Very Large (1,000-4,999)",Software Engineer,Build software that helps solve the world's most important problems through data analysis.,"Software Engineering, Data Structures, Algorithms","Big Data, Machine Learning","Palo Alto, CA",150000,260000,True,2
Palantir Technologies,Technology,Data Analytics,Public,"Very Large (1,000-4,999)",Forward Deployed Engineer,Work directly with customers to implement and customize Palantir's software solutions.,"Software Engineering, Customer Interaction, Problem Solving","Consulting, Domain Expertise",Multiple Locations,160000,280000,True,3
OpenAI,Technology,Artificial Intelligence,Private,Medium (50-199),Research Scientist,Conduct cutting-edge research in artificial intelligence and machine learning.,"Machine Learning, Research, Python","Deep Learning, Publications, PhD","San Francisco, CA",200000,400000,True,0
OpenAI,Technology,Artificial Intelligence,Private,Medium (50-199),Machine Learning Engineer,Build and deploy AI systems that advance the state of artificial intelligence.,"Machine Learning, Software Engineering, PyTorch","Large Language Models, Distributed Systems","San Francisco, CA",180000,350000,True,3
Anthropic,Technology,Artificial Intelligence,Private,Small (1-49),AI Safety Researcher,"Research methods to make AI systems safe, beneficial, and aligned with human values.","Machine Learning, Research, AI Safety","Publications, PhD, Ethics","San Francisco, CA",190000,380000,True,0
Anthropic,Technology,Artificial Intelligence,Private,Small (1-49),Research Engineer,Build infrastructure and tools to support AI safety research.,"Software Engineering, Machine Learning, Python","Research, AI Safety","San Francisco, CA",170000,320000,True,2
SpaceX,Aerospace,Space Technology,Private,"Very Large (1,000-4,999)",Software Engineer,Develop flight software and ground systems for rockets and spacecraft.,"Software Engineering, C++, Real-time Systems","Aerospace, Embedded Systems","Hawthorne, CA",130000,220000,False,2
SpaceX,Aerospace,Space Technology,Private,"Very Large (1,000-4,999)",Aerospace Engineer,"Design and develop rockets, spacecraft, and related systems.","Aerospace Engineering, CAD, Systems Engineering","Propulsion, Structures","Hawthorne, CA",120000,200000,False,3
Netflix,Media & Entertainment,Streaming,Public,"Very Large (1,000-4,999)",Software Engineer,Build and scale the technology that powers Netflix's global streaming platform.,"Software Engineering, Distributed Systems, Java","Microservices, Cloud Computing","Los Gatos, CA",170000,300000,True,3
Netflix,Media & Entertainment,Streaming,Public,"Very Large (1,000-4,999)",Data Scientist,Use data to improve content recommendations and user experience.,"Data Science, Machine Learning, Statistics","Recommendation Systems, A/B Testing","Los Gatos, CA",180000,320000,True,4
Boston Consulting Group (BCG),Strategy & Management Consulting,Management Consulting,Private,"Enterprise (5,000+)",Management Consultant,Work with senior executives to solve complex business problems across various industries.,"Strategy, Problem Solving, Business Analysis","MBA, Quantitative Analysis","Boston, MA",165000,280000,True,2
Boston Consulting Group (BCG),Strategy & Management Consulting,Management Consulting,Private,"Enterprise (5,000+)",Principal,Lead client engagements and drive strategic initiatives for major corporations.,"Leadership, Strategy, Client Management","Industry Expertise, Business Development","Boston, MA",300000,500000,True,8
Bain & Company,Strategy & Management Consulting,Management Consulting,Private,"Enterprise (5,000+)",Associate Consultant,Support senior consultants in developing strategic solutions for Fortune 500 clients.,"Strategy, Analytics, Problem Solving","MBA, Business Analysis","Boston, MA",170000,290000,True,2
Bain & Company,Strategy & Management Consulting,Management Consulting,Private,"Enterprise (5,000+)",Manager,Lead project teams and client relationships while developing strategic recommendations.,"Leadership, Client Management, Strategy","Industry Experience, Business Development","Boston, MA",250000,400000,True,5
PwC (PricewaterhouseCoopers),Strategy & Management Consulting,Professional Services,Private,"Enterprise (5,000+)",Management Consultant,Provide strategic advice and implementation support to clients across various industries.,"Consulting, Business Analysis, Project Management","Industry Expertise, Change Management","New York, NY",95000,165000,True,2
PwC (PricewaterhouseCoopers),Strategy & Management Consulting,Professional Services,Private,"Enterprise (5,000+)",Senior Manager,Lead client engagements and manage complex consulting projects.,"Leadership, Client Management, Strategy","Business Development, Industry Expertise","New York, NY",160000,280000,True,6
EY (Ernst & Young),Strategy & Management Consulting,Professional Services,Private,"Enterprise (5,000+)",Business Consultant,Support clients in transformation initiatives and strategic planning across multiple industries.,"Consulting, Business Analysis, Strategy","Digital Transformation, Change Management","New York, NY",90000,155000,True,2
EY (Ernst & Young),Strategy & Management Consulting,Professional Services,Private,"Enterprise (5,000+)",Senior Consultant,Lead workstreams on client engagements and drive business transformation initiatives.,"Leadership, Strategy, Client Management","Industry Expertise, Digital Solutions","New York, NY",130000,220000,True,4
KPMG,Strategy & Management Consulting,Professional Services,Private,"Enterprise (5,000+)",Advisory Consultant,Provide strategic advisory services to help clients navigate complex business challenges.,"Consulting, Business Analysis, Problem Solving","Risk Management, Regulatory Compliance","New York, NY",88000,150000,True,2
KPMG,Strategy & Management Consulting,Professional Services,Private,"Enterprise (5,000+)",Director,Lead large-scale client engagements and drive business development initiatives.,"Leadership, Client Management, Strategy","Business Development, Industry Expertise","New York, NY",180000,320000,True,8
UBS,Banking and Finance,Investment Banking,Public,"Enterprise (5,000+)",Investment Banking Analyst,"Support execution of M&A transactions, IPOs, and other corporate finance activities.","Financial Modeling, Valuation, Excel","Bloomberg, Capital Markets","New York, NY",155000,210000,True,0
UBS,Banking and Finance,Investment Banking,Public,"Enterprise (5,000+)",Vice President - Investment Banking,Lead client relationships and manage complex M&A and capital markets transactions.,"Client Management, Transaction Execution, Leadership","Industry Expertise, Business Development","New York, NY",300000,500000,True,7
Deutsche Bank,Banking and Finance,Investment Banking,Public,"Enterprise (5,000+)",Investment Banking Associate,Execute M&A transactions and capital markets deals while managing client relationships.,"Financial Analysis, M&A, Capital Markets","German Language, European Markets","New York, NY",175000,280000,True,2
Deutsche Bank,Banking and Finance,Investment Banking,Public,"Enterprise (5,000+)",Managing Director,Lead major client relationships and oversee significant M&A and capital markets transactions.,"Leadership, Client Management, Business Development","Industry Expertise, International Markets","New York, NY",500000,1000000,True,12
BNP Paribas,Banking and Finance,Investment Banking,Public,"Enterprise (5,000+)",Corporate Finance Analyst,"Support M&A transactions, equity and debt capital markets, and corporate advisory services.","Financial Modeling, Valuation, Capital Markets","French Language, European Markets","New York, NY",145000,200000,True,0
BNP Paribas,Banking and Finance,Investment Banking,Public,"Enterprise (5,000+)",Director - Investment Banking,Manage client relationships and lead execution of complex investment banking transactions.,"Client Management, M&A, Leadership","Cross-Border Transactions, Industry Expertise","New York, NY",350000,600000,True,8
Société Générale,Banking and Finance,Investment Banking,Public,"Enterprise (5,000+)",Investment Banking Analyst,Support equity and debt capital markets transactions and M&A advisory services.,"Financial Analysis, Capital Markets, Excel","French Language, Derivatives","New York, NY",140000,195000,True,0
Société Générale,Banking and Finance,Investment Banking,Public,"Enterprise (5,000+)",Vice President,Lead transaction execution and client coverage in corporate finance and capital markets.,"Transaction Execution, Client Management, Leadership","Structured Products, European Markets","New York, NY",280000,450000,True,6
Nomura Holdings,Banking and Finance,Investment Banking,Public,"Enterprise (5,000+)",Investment Banking Associate,Execute M&A transactions and capital markets deals with focus on Asia-Pacific markets.,"Financial Modeling, M&A, Asian Markets","Japanese Language, Cross-Border Transactions","New York, NY",165000,250000,True,2
Nomura Holdings,Banking and Finance,Investment Banking,Public,"Enterprise (5,000+)",Executive Director,Lead client coverage and major transaction execution across Asia-Pacific and global markets.,"Client Management, Leadership, Cross-Border M&A","Asian Market Expertise, Business Development","New York, NY",400000,700000,True,10
Salesforce,Technology,Enterprise Software,Public,"Enterprise (5,000+)",Software Engineer,Build and maintain Salesforce's cloud-based CRM platform and enterprise applications.,"Software Engineering, Java, JavaScript","Salesforce Platform, Cloud Computing","San Francisco, CA",150000,260000,True,2
Salesforce,Technology,Enterprise Software,Public,"Enterprise (5,000+)",Product Manager,Drive product strategy and development for Salesforce's enterprise software solutions.,"Product Management, Strategy, Enterprise Software","CRM, B2B SaaS","San Francisco, CA",170000,300000,True,4
